,Unnamed: 0,Symbol,Security,GICS Sector,Market Cap,Average Volume,Return from 2017-2019 (Pre-Covid),Return from 2020-2022 (Post-Covid)
271,271,JNPR,Juniper Networks,Information Technology,9651000000.0,4000398.0,-13.974717718425243,28.81902366965121
272,272,K,Kellogg's,Consumer Staples,23232000000.0,2445896.0,-6.6883738521363085,3.052221458387572
273,273,KDP,Keurig Dr Pepper,Consumer Staples,45735000000.0,9657658.0,-68.15925728217182,23.433716167503373
274,274,KEY,KeyCorp,Financials,10690000000.0,22331529.0,9.23824453445701,-14.440080775650092
275,275,KEYS,Keysight,Information Technology,30023000000.0,1121501.0,179.18034034188443,64.74384953516825
276,276,KMB,Kimberly-Clark,Consumer Staples,46272000000.0,1711938.0,19.910647335659934,-1.2008689736387195
277,277,KIM,Kimco Realty,Real Estate,12968000000.0,4128779.0,-18.16390407974972,1.9249259158462757
278,278,KMI,Kinder Morgan,Energy,40015000000.0,13333517.0,0.5258155351357413,-14.91764741785386
279,279,KLAC,KLA Corporation,Information Technology,62914000000.0,1048206.0,125.8705740913997,108.55736327312928
280,280,KHC,Kraft Heinz,Consumer Staples,44573000000.0,7837893.0,-63.904382885318086,26.076178167267795
281,281,KR,Kroger,Consumer Staples,34445000000.0,5180133.0,-15.768117490022078,53.56527997452839
282,282,LHX,L3Harris,Industrials,37885000000.0,1033027.0,93.5384089250782,4.928697474713764
283,283,LH,LabCorp,Health Care,19422000000.0,744694.0,30.332124844527353,38.55024010996998
284,284,LRCX,Lam Research,Information Technology,83778000000.0,1300900.0,174.22197947887403,42.098853718160086
285,285,LW,Lamb Weston,Consumer Staples,16459000000.0,1107558.0,126.59771684647639,4.185617474400788
286,286,LVS,Las Vegas Sands,Consumer Discretionary,42776000000.0,4363630.0,29.242828109325156,-31.210644556124365
287,287,LDOS,Leidos,Industrials,12527000000.0,1047051.0,91.24415372337671,6.856968541846345
288,288,LEN,Lennar,Consumer Discretionary,35984000000.0,2269119.0,30.616544945133462,61.40538700297869
289,289,LNC,Lincoln Financial,Financials,4602000000.0,2982903.0,-12.315057603008793,-48.28283076731799
290,290,LIN,Linde plc,Materials,188270000000.0,1508300.0,79.27439459587686,52.72028742363015
291,291,LYV,Live Nation Entertainment,Communication Services,23051000000.0,1909691.0,164.72118994165,-3.138891855875651
292,292,LKQ,LKQ Corporation,Consumer Discretionary,15238000000.0,1143248.0,15.198454425968992,48.69154390321713
293,293,LMT,Lockheed Martin,Industrials,114523000000.0,1018669.0,56.01114596240713,23.832919710319924
294,294,L,Loews Corporation,Financials,14016000000.0,760661.0,10.12068351815729,10.64112382483883
295,295,LOW,Lowe's,Consumer Discretionary,136991000000.00002,2861287.0,67.41040940516788,65.96418194780439
296,296,LYB,LyondellBasell,Materials,29850000000.0,1869096.0,8.124569027304764,-12.856843153803407
297,297,MTB,M&T Bank,Financials,22870000000.0,1366130.0,7.092289151164737,-14.850905706219228
298,298,MRO,Marathon Oil,Energy,15619000000.0,11815574.0,-24.351746057277012,97.7355772429198
299,299,MPC,Marathon Petroleum,Energy,54103000000.0,3752622.0,11.117313447276516,91.17936489427154
300,300,MKTX,MarketAxess,Financials,10194000000.0,374104.0,150.01670123892734,-26.658074084536885
301,301,MAR,Marriott International,Consumer Discretionary,59124000000.0,1821300.0,82.20755596575185,-1.7227726801000414
302,302,MMC,Marsh McLennan,Financials,94704000000.0,1642509.0,64.81946108474588,48.29285882084931
303,303,MLM,Martin Marietta Materials,Materials,28375000000.0,373888.0,24.367983075436886,19.96663345032894
304,304,MAS,Masco,Industrials,13334000000.0,1819066.0,50.79962707116893,-3.174279190407287
305,305,MA,Mastercard,Financials,376673000000.0,2775798.0,185.14509221183602,15.732550381276756
306,306,MTCH,Match Group,Communication Services,12486000000.0,5373501.0,381.6018895039587,-49.87313838203183
307,307,MKC,McCormick & Company,Consumer Staples,23645000000.0,1512872.0,81.71928434393108,-2.1196176662853996
308,308,MCD,McDonald's,Consumer Discretionary,215823000000.0,2441254.0,61.58706932205824,33.09595897944287
309,309,MCK,McKesson,Health Care,56136000000.0,862433.0,-2.3005668575174645,169.6571011942572
310,310,MDT,Medtronic,Health Care,118353000000.0,5614754.0,60.754448832990434,-32.09854810207978
311,311,MRK,Merck & Co.,Health Care,280108000000.0,7290917.0,53.896867371902026,27.66315429456117
312,312,META,Meta Platforms,Communication Services,754109000000.0,25149008.0,76.16996105543531,-41.79443949799728
313,313,MET,MetLife,Financials,46868000000.0,5683609.0,4.357730109024913,41.12715380133699
314,314,MTD,Mettler Toledo,Health Care,29988000000.0,127025.0,87.687528000184,79.52109267008821
315,315,MGM,MGM Resorts,Consumer Discretionary,18052000000.0,4490112.0,14.856943922569931,0.029827927794336836
316,316,MCHP,Microchip Technology,Information Technology,48838000000.0,5175417.0,62.749952545427774,32.50966860091452
317,317,MU,Micron Technology,Information Technology,71906000000.0,17410950.0,141.0965102865465,-8.878758554902223
318,318,MSFT,Microsoft,Information Technology,2556000000000.0,29270746.0,150.9794458354916,51.039179473459335
319,319,MAA,Mid-America Apartment Communities,Real Estate,18545000000.0,599409.0,32.82124512742191,18.6173012869955
320,320,MRNA,Moderna,Health Care,48196000000.0,3233743.0,-13.409094376997514,817.8334078599529
321,321,MHK,Mohawk Industries,Consumer Discretionary,7023000000.0,666072.0,-32.87385472070695,-25.14097478126183
322,322,MOH,Molina Healthcare,Health Care,18567000000.0,513867.0,150.39630661362327,142.8088244269876
323,323,TAP,Molson Coors Beverage Company,Consumer Staples,15119000000.0,2336695.0,-45.060783415446686,-5.0322572207121254
324,324,MDLZ,Mondelez International,Consumer Staples,100750000000.0,6491282.0,23.014987980845117,21.049763646046816
325,325,MPWR,Monolithic Power Systems,Information Technology,25308000000.0,640077.0,115.21293365086734,96.31911777562566
326,326,MNST,Monster Beverage,Consumer Staples,60814000000.0,4497577.0,41.903691926255455,58.73983776204424
327,327,MCO,Moody's Corporation,Financials,65653000000.00001,783791.0,150.1420885364676,16.733703564194446
328,328,MS,Morgan Stanley,Financials,155963000000.0,7381630.0,18.264095855223875,66.05467846908154
329,329,MOS,Mosaic Company (The),Materials,12806000000.0,4388608.0,-29.07250941918242,100.13685574449116
330,330,MSI,Motorola Solutions,Information Technology,49676000000.0,826696.0,93.0207553567243,58.91348237335567
331,331,MSCI,MSCI,Financials,41240000000.0,571659.0,222.03561965258618,78.84963665554373
332,332,NDAQ,"Nasdaq, Inc.",Financials,24887000000.0,3491427.0,58.61864196267109,71.59238463243938
333,333,NTAP,NetApp,Information Technology,16890000000.0,2154054.0,73.61738477304972,-3.082136210728379
334,334,NFLX,Netflix,Communication Services,190041000000.0,7228388.0,158.7307937958906,-9.573750578462976
335,335,NWL,Newell Brands,Consumer Discretionary,4145000000.0,7244645.0,-57.511109246148,-32.68142193378251
336,336,NEM,Newmont,Materials,34340000000.000004,7885864.0,28.223919606035228,8.381174718305843
337,337,NWSA,News Corp (Class A),Communication Services,11280000000.0,2264562.0,21.818177164281256,28.44037166511804
338,338,NWS,News Corp (Class B),Communication Services,11278000000.0,740174.0,21.004186350997006,26.042381338438545
339,339,NEE,NextEra Energy,Utilities,153578000000.0,7564456.0,101.84874639296666,38.19894706347296
340,340,NKE,"Nike, Inc.",Consumer Discretionary,167624000000.0,8072658.0,93.88343873338847,15.440017197751105
341,341,NI,NiSource,Utilities,11599000000.0,3990370.0,24.131711154978312,-1.8259943548490634
342,342,NDSN,Nordson Corporation,Industrials,13869000000.0,237753.0,43.90416265073885,45.643915845376355
343,343,NSC,Norfolk Southern Railway,Industrials,53042000000.0,1250406.0,77.77063088806962,26.336833793104905
344,344,NTRS,Northern Trust,Financials,16407000000.0,1530608.0,17.688735891868994,-16.934197993282293
345,345,NOC,Northrop Grumman,Industrials,68856000000.0,694980.0,49.111490056888364,58.404941785000105
346,346,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,8920000000.0,14998556.0,35.84511639602483,-79.18013338917062
347,347,NRG,NRG Energy,Utilities,8795000000.0,5249256.0,218.4253288473483,-20.110473934212134
348,348,NUE,Nucor,Materials,41158000000.0,1466201.0,-6.12654794874462,131.93734526076742
349,349,NVDA,Nvidia,Information Technology,1094000000000.0,49327874.0,122.52873939530619,144.8418837941754
350,350,NVR,"NVR, Inc.",Consumer Discretionary,20276000000.0,23356.0,131.6969696969697,22.122850890256817
351,351,NXPI,NXP Semiconductors,Information Technology,55403000000.0,2397645.0,29.821886057768765,22.875358082050546
352,352,ORLY,O'Reilly Auto Parts,Consumer Discretionary,58214000000.0,452674.0,56.253574916294646,92.48119254204676
353,353,OXY,Occidental Petroleum,Energy,54165000000.0,10690764.0,-43.683405765255124,51.30915220348473
354,354,ODFL,Old Dominion,Industrials,43257000000.0,927919.0,117.42441514927798,123.73068982384062
355,355,OMC,Omnicom Group,Communication Services,16558000000.0,1747524.0,-5.820043984243538,0.5175578078225596
356,356,ON,ON Semiconductor,Information Technology,42652000000.0,7058990.0,90.50981110217525,151.9999956843829
357,357,OKE,ONEOK,Energy,29751000000.0,3250430.0,29.721360441523327,-13.461540394087582
358,358,ORCL,Oracle Corporation,Information Technology,319333000000.0,10477109.0,37.06111760011993,53.44471027098816
359,359,OGN,Organon & Co.,Health Care,5400000000.0,2115961.0,,-9.903224822013609
360,360,OTIS,Otis Worldwide,Industrials,36060000000.0,1895827.0,,95.77499389648438
361,361,PCAR,Paccar,Industrials,45940000000.0,2639446.0,22.206743831932307,24.97791278630553
362,362,PKG,Packaging Corporation of America,Materials,12352000000.0,653806.0,31.188347130627484,13.304991012196083
363,363,PANW,Palo Alto Networks,Information Technology,74574000000.0,6103206.0,83.89352093459445,79.48035658228113
364,364,PARA,Paramount Global,Communication Services,10213000000.0,15693903.0,-36.584624338945254,-60.00947754823319
365,365,PH,Parker Hannifin,Industrials,51017000000.0,808417.0,44.69760824378094,40.57292291285507
366,366,PAYX,Paychex,Industrials,44495000000.0,2305095.0,38.822562994904715,35.157891881396196
367,367,PAYC,Paycom,Information Technology,20266000000.0,573359.0,468.00867769301317,16.255800220318335
368,368,PYPL,PayPal,Financials,81436000000.0,18276351.0,167.98212650100143,-34.941079358247144
369,369,PNR,Pentair,Industrials,10943000000.0,1252283.0,19.86293154221075,-2.3871576499743865
370,370,PEP,PepsiCo,Consumer Staples,261770000000.0,5056029.0,30.36972972721462,31.993870173977182
371,371,PFE,Pfizer,Health Care,211135000000.0,26424982.0,18.9908237873175,37.422287108008234
372,372,PCG,PG&E Corporation,Utilities,42130000000.0,17329809.0,-82.23976328427047,49.037584384006806
373,373,PM,Philip Morris International,Consumer Staples,151371000000.0,4422596.0,-6.6347139193185924,18.360421653632635
374,374,PSX,Phillips 66,Energy,48515000000.0,3263732.0,26.41164337739525,-7.137758627144661
375,375,PNW,Pinnacle West,Utilities,9674000000.0,710570.0,14.437751563859619,-15.632971005506487
376,376,PXD,Pioneer Natural Resources,Energy,50452000000.0,1880724.0,-17.552876884949033,50.23680632208892
377,377,PNC,PNC Financial Services,Financials,53435000000.0,3097951.0,34.71965475415724,-1.1330188160211268
378,378,POOL,Pool Corporation,Consumer Discretionary,14434000000.0,432133.0,105.01717850949977,42.447219537978775
379,379,PPG,PPG Industries,Materials,35159000000.0,1456233.0,39.28533767565776,-6.143168830293155
380,380,PPL,PPL Corporation,Utilities,20557000000.0,4900574.0,4.757706220802301,-18.833335240681965
381,381,PFG,Principal Financial Group,Financials,20311000000.0,1263243.0,-6.756524557642217,51.39815570433846
382,382,PG,Procter & Gamble,Consumer Staples,360451000000.0,6229266.0,48.39056425413889,21.734937798067268
383,383,PGR,Progressive Corporation,Financials,72805000000.0,3146001.0,102.35029742149318,75.47349827770955
384,384,PLD,Prologis,Real Estate,115840000000.0,3158101.0,66.81058728506343,25.716522425417498
385,385,PRU,Prudential Financial,Financials,34591000000.0,2106553.0,-11.736202327795407,5.763502888322913
386,386,PEG,Public Service Enterprise Group,Utilities,32498000000.0,2319161.0,33.31061214842007,3.636673823955977
387,387,PTC,PTC,Information Technology,17224000000.0,765290.0,61.601203410481816,59.14092593115177
388,388,PSA,Public Storage,Real Estate,51432000000.0,867098.0,-5.991005280979529,31.040123862941225
389,389,PHM,PulteGroup,Consumer Discretionary,17432000000.0,2926177.0,109.16442497497826,17.13403661029937
390,390,QRVO,Qorvo,Information Technology,10507000000.0,1242088.0,118.52199777660105,-22.701690484070955
391,391,PWR,Quanta Services,Industrials,29252000000.0,814291.0,16.268490459405207,246.96859279002706
392,392,QCOM,Qualcomm,Information Technology,143196000000.0,8796851.0,34.269662140386885,23.45872956063428
393,393,DGX,Quest Diagnostics,Health Care,16171000000.0,954275.0,14.650707228242512,46.53428185752742
394,394,RL,Ralph Lauren Corporation,Consumer Discretionary,8234000000.0,973256.0,27.730914998243325,-10.411190417143867
395,395,RJF,Raymond James,Financials,23198000000.0,1207470.0,27.97669977615889,78.02398810261904
396,396,RTX,Raytheon Technologies,Industrials,140839000000.0,4270614.0,35.77316137900103,7.093548391797738
397,397,O,Realty Income,Real Estate,42245000000.0,4063043.0,26.861798251908812,-11.361196086410791
398,398,REG,Regency Centers,Real Estate,11300000000.0,905008.0,-9.512757606852736,-1.5282829715571562
399,399,REGN,Regeneron,Health Care,80596000000.0,637638.0,0.7712263772472706,90.8703677868717
400,400,RF,Regions Financial Corporation,Financials,18503000000.0,9177330.0,17.582419957678084,24.913089107989634
401,401,RSG,Republic Services,Industrials,49008000000.0,1116975.0,57.590612919179186,43.769509293541205
402,402,RMD,ResMed,Health Care,32316000000.000004,639422.0,148.9371982872316,33.93179733420893
403,403,RVTY,Revvity,Health Care,16416000000.0,809430.0,84.64184618819553,42.71755849435433
404,404,RHI,Robert Half,Industrials,8474000000.0,1070074.0,27.08165248554744,16.35933954815347
405,405,ROK,Rockwell Automation,Industrials,38722000000.0,739898.0,49.32303295786306,26.37130706923157
406,406,ROL,"Rollins, Inc.",Industrials,21939000000.0,1514046.0,45.05882810308872,64.8917020177442
407,407,ROP,Roper Technologies,Information Technology,53230000000.0,502344.0,92.39258331404176,22.08346432332682
408,408,ROST,Ross Stores,Consumer Discretionary,38164000000.0,2385127.0,76.46168725189588,-0.3519948920785888
409,409,RCL,Royal Caribbean Group,Consumer Discretionary,26182000000.0,3809412.0,61.20648469011488,-63.262728216987576
410,410,SPGI,S&P Global,Financials,135791000000.0,1160283.0,150.84401185796898,21.987104748080217
411,411,CRM,Salesforce,Information Technology,222130000000.0,6630480.0,134.43498382896502,-19.112983272952576
412,412,SBAC,SBA Communications,Real Estate,24762000000.0,894875.0,126.59382944718676,16.238857413746867
413,413,SLB,Schlumberger,Energy,79590000000.0,10561458.0,-52.392173891935194,31.934843239197615
414,414,STX,Seagate Technology,Information Technology,12461000000.0,2083020.0,54.16017245685355,-12.038121714798544
415,415,SEE,Sealed Air,Materials,6633000000.0,1417969.0,-13.707025558389176,24.606551559308777
416,416,SRE,Sempra Energy,Utilities,47535000000.0,1170617.0,49.658181507021986,2.1211864245278806
417,417,NOW,ServiceNow,Information Technology,119532000000.0,1532832.0,275.52782728290214,36.25421134772873
418,418,SHW,Sherwin-Williams,Materials,69740000000.0,1390166.0,113.77807473949177,21.697294307972108
419,419,SPG,Simon Property Group,Real Estate,46152000000.0,1472624.0,-17.588922130842352,-21.370724531528328
420,420,SWKS,Skyworks Solutions,Information Technology,17981000000.0,1868004.0,60.90135178831301,-25.309404427625022
421,421,SJM,J.M. Smucker Company (The),Consumer Staples,15532000000.0,909685.0,-19.733868232021468,52.17517611973805
422,422,SNA,Snap-on,Industrials,15739000000.0,294653.0,-1.7114928759451025,34.09038361349271
423,423,SEDG,SolarEdge,Information Technology,14869000000.0,1110075.0,649.0039726803849,192.03091650894007
424,424,SO,Southern Company,Utilities,79665000000.0,4118454.0,28.870799971872916,12.19167627682679
425,425,LUV,Southwest Airlines,Industrials,22166000000.0,7208635.0,7.301587686036497,-38.08385894150501
426,426,SWK,Stanley Black & Decker,Industrials,15100000000.0,1598266.0,43.263575789827726,-55.06101872405636
427,427,SBUX,Starbucks,Consumer Discretionary,117873000000.0,7128979.0,56.39420976577513,12.573756078428996
428,428,STT,State Street Corporation,Financials,22634000000.0,2735838.0,1.1139205739467959,-2.255545491129771
429,429,STLD,Steel Dynamics,Materials,16954000000.0,1560732.0,-5.230933014062053,184.01160643770055
430,430,STE,Steris,Health Care,22896000000.0,435732.0,124.73007109859896,21.044698010887164
431,431,SYK,Stryker Corporation,Health Care,112208000000.0,1282069.0,74.21751104323201,15.904997944179481
432,432,SYF,Synchrony Financial,Financials,14496000000.0,5812638.0,-1.9047639807876275,-9.075813045631548
433,433,SNPS,Synopsys,Information Technology,69081000000.0,1056272.0,134.68872115605856,127.5604120166745
434,434,SYY,Sysco,Consumer Staples,38172000000.0,2469843.0,55.09762025502203,-10.122267643401408
435,435,TMUS,T-Mobile US,Communication Services,169064000000.0,6535306.0,34.38899119047841,77.48479319823204
436,436,TROW,T. Rowe Price,Financials,27109000000.0,1310424.0,59.56248808219359,-10.862281227031142
437,437,TTWO,Take-Two Interactive,Communication Services,25455000000.0,1774162.0,147.92300356053883,-15.704688510958091
438,438,TPR,"Tapestry, Inc.",Consumer Discretionary,9723000000.0,3024843.0,-23.679678426715494,40.20619309643726
439,439,TRGP,Targa Resources,Energy,18231000000.0,1609635.0,-29.67109714791315,79.48717614315389
440,440,TGT,Target Corporation,Consumer Staples,61886000000.0,5542487.0,77.38782396574774,15.768204852256787
441,441,TEL,TE Connectivity,Information Technology,44431000000.0,1409482.0,37.32759184843024,18.533820196634355
442,442,TDY,Teledyne Technologies,Information Technology,19404000000.0,262835.0,180.94354444934476,14.662963058565454
443,443,TFX,Teleflex,Health Care,12155000000.0,281543.0,130.21943825109238,-33.744721670559024
444,444,TER,Teradyne,Information Technology,17837000000.0,1752061.0,169.54136228655136,26.88844148883586
445,445,TSLA,"Tesla, Inc.",Consumer Discretionary,824133000000.0,137655083.0,93.00940232038995,335.26503048051035
446,446,TXN,Texas Instruments,Information Technology,170786000000.0,5220533.0,73.61621893301779,27.94857505863402
447,447,TXT,Textron,Industrials,13640000000.0,1197130.0,-8.813279681025952,57.15872197732232
448,448,TMO,Thermo Fisher Scientific,Health Care,216848000000.0,1660340.0,128.27446445550856,68.9233136323332
449,449,TJX,TJX Companies,Consumer Discretionary,98352000000.0,4818214.0,61.911064439911954,29.789656118704567
450,450,TSCO,Tractor Supply,Consumer Discretionary,23633000000.0,1296279.0,20.80624145971645,140.1216729195833
451,451,TT,Trane Technologies,Industrials,44217000000.0,1295750.0,75.29349146721994,62.505062634310555
452,452,TDG,TransDigm Group,Industrials,48772000000.0,263498.0,123.59657693191684,12.277110934337468
453,453,TRV,Travelers Companies (The),Financials,39917000000.0,1225238.0,10.90436810889521,36.336532626700816
454,454,TRMB,Trimble Inc.,Information Technology,13069000000.0,1055474.0,37.24069526969387,21.043813309064905
455,455,TFC,Truist,Financials,44022000000.0,12635316.0,18.904103818290817,-23.719200681276124
456,456,TYL,Tyler Technologies,Information Technology,16910000000.0,248214.0,107.48260015277889,6.797173810988147
457,457,TSN,Tyson Foods,Consumer Staples,18644000000.0,3755443.0,44.590264084142646,-31.65349281012508
458,458,USB,U.S. Bank,Financials,58895000000.0,16606951.0,14.626112733987378,-26.668909172361452
459,459,UDR,"UDR, Inc.",Real Estate,23787000000.0,2080595.0,26.343071023903494,-17.10188670741338
460,460,ULTA,Ulta Beauty,Consumer Discretionary,22914000000.0,979396.0,-1.8930545950155577,84.44085947442856
461,461,UNP,Union Pacific Corporation,Industrials,132169999999.99998,2369770.0,72.42533318173855,14.434932752968086
462,462,UAL,United Airlines Holdings,Industrials,18894000000.0,6588027.0,18.832752058375075,-57.91001351860233
463,463,UPS,United Parcel Service,Industrials,160869000000.0,3605911.0,0.7964039344482298,47.72263416644878
464,464,URI,United Rentals,Industrials,31077000000.0,914861.0,56.06229597398085,111.04447817769417
465,465,UNH,UnitedHealth Group,Health Care,471596000000.0,3742441.0,82.3682723259572,80.34559251051864
466,466,UHS,Universal Health Services,Health Care,10489000000.0,681962.0,33.5549079272561,-2.336056596084099
467,467,VLO,Valero Energy,Energy,44463000000.0,4207303.0,33.54420298773878,34.0589710370825
468,468,VTR,Ventas,Real Estate,19815000000.0,2313288.0,-6.9192507785252575,-22.3275875223094
469,469,VRSN,Verisign,Information Technology,22412000000.0,460669.0,151.44464270164957,5.402492730722734
470,470,VRSK,Verisk,Industrials,33897000000.0,1155424.0,80.84325245058893,18.180599954166393
471,471,VZ,Verizon,Communication Services,142431000000.0,23975412.0,13.435878656429102,-35.80970863432287
472,472,VRTX,Vertex Pharmaceuticals,Health Care,93352000000.0,1303667.0,194.1958891883495,31.12059188913351
473,473,VFC,VF Corporation,Consumer Discretionary,7537000000.0,6416983.0,97.152188487331,-72.2985842103144
474,474,VTRS,Viatris,Health Care,12566000000.0,9435069.0,-49.50623561247949,-44.62686615318818
475,475,VICI,Vici Properties,Real Estate,32929000000.000004,4954009.0,26.40000343322754,26.463702047436698
476,476,V,Visa Inc.,Financials,501085000000.0,6482556.0,138.48399788787057,9.925923019489915
477,477,VMC,Vulcan Materials Company,Materials,29579000000.0,818558.0,13.08314641700234,20.76551766231142
478,478,WAB,Wabtec,Industrials,20306000000.0,1052591.0,-7.608048044021762,27.01704661853164
479,479,WBA,Walgreens Boots Alliance,Consumer Staples,26295000000.0,8963666.0,-29.109505500463044,-36.97705570230328
480,480,WMT,Walmart,Consumer Staples,426465000000.0,5693448.0,72.44368170085698,19.291597306103554
481,481,WBD,Warner Bros. Discovery,Communication Services,31499000000.0,22210338.0,18.438172459347477,-71.11517480077447
482,482,WM,Waste Management,Industrials,70139000000.0,1412606.0,60.23943189164282,37.50548682479957
483,483,WAT,Waters Corporation,Health Care,17062999999.999998,600753.0,72.66937961640501,45.82215862282361
484,484,WEC,WEC Energy Group,Utilities,29137000000.0,1383261.0,57.15259295990971,1.4718621081090142
485,485,WFC,Wells Fargo,Financials,168566000000.0,20329638.0,-3.7183397932621767,-23.32404440945297
486,486,WELL,Welltower,Real Estate,40911000000.0,2470882.0,20.71226553339483,-20.148610091359423
487,487,WST,West Pharmaceutical Services,Health Care,28013000000.0,394162.0,77.44440681164282,56.638939170393094
488,488,WDC,Western Digital,Information Technology,12254000000.0,3659359.0,-9.528638391469064,-50.85669667165865
489,489,WRK,WestRock,Materials,7776000000.0,2554161.0,-17.039922609559074,-20.596204117667735
490,490,WY,Weyerhaeuser,Real Estate,25176000000.0,4246385.0,-0.9923891551549584,2.6150312461723595
491,491,WHR,Whirlpool Corporation,Consumer Discretionary,8199000000.0,730864.0,-20.298704965843218,-5.022153622215583
492,492,WMB,Williams Companies,Energy,41236000000.0,7451233.0,-25.99680867419559,37.426903892815616
493,493,WTW,Willis Towers Watson,Financials,24857000000.0,554682.0,63.58029403535896,20.559968313585987
494,494,GWW,W. W. Grainger,Industrials,38578000000.0,283041.0,44.91046296520856,63.723325974981606
495,495,WYNN,Wynn Resorts,Consumer Discretionary,12197000000.0,2291675.0,59.83946073477721,-41.94706276361315
496,496,XEL,Xcel Energy,Utilities,35889000000.0,3431401.0,55.351002228798116,10.322582930048895
497,497,XYL,Xylem Inc.,Industrials,27236000000.0,2186922.0,57.637630953132835,39.6791240268089
498,498,YUM,Yum! Brands,Consumer Discretionary,38523000000.0,1753820.0,58.33857334046419,26.937561837602782
499,499,ZBRA,Zebra Technologies,Information Technology,15761000000.0,364258.0,193.4973379952123,-1.0114639731052282
500,500,ZBH,Zimmer Biomet,Health Care,29696000000.0,1429980.0,43.20786393553414,-12.438323951919797
501,501,ZION,Zions Bancorporation,Financials,5349000000.0,5914782.0,18.35847844342915,-6.111536909162704
502,502,ZTS,Zoetis,Health Care,84802000000.0,2002720.0,145.3786267500755,10.980688879133638
